L.p.,Sex,Age_2,Man_nman,Av_1,Dst_2,Cst_3,Av_4,Av_5,Dst_6,Dst_7,Cst_8,Dst_9,Dst_10,Av_11,Av_12,Cst_13,Pas_14,Av_15,Dst_16,Av_17,Dst_18,Cst_19,Cst_20,Pas_21,Cst_22,Dst_23,Pas_24,Av_25,Cst_26,Pas_27,Pas_28,Pas_29,Dst_30,Pas_31,Av_Pass,ConstrB,DestrB,AnxEm,HappEm,DejEm,AngerEm
1556,1,2,0,1,1,2,1,2,1,1,2,1,1,1,3,4,1,2,1,1,1,2,4,1,3,1,1,1,2,1,1,1,1,1,1.5,2.714286,1,1.88,2.71,1,2
1557,0,1,0,3,1,2,2,1,1,1,3,1,1,1,2,3,2,2,3,2,1,3,2,1,3,1,1,1,3,2,1,2,1,2,1.5,2.714286,1.333333,1.25,2.43,1.2,1.25
1558,0,2,0,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,3,1,2,2,2.142857,1.5,2.25,1.14,2.2,2.25
1559,0,1,0,1,1,2,2,1,1,1,2,2,2,2,2,3,1,1,1,1,1,2,3,1,3,1,1,1,3,2,1,2,1,1,1.25,2.571429,1.333333,1.25,2.71,1,1.25
1560,0,1,0,1,2,3,1,2,1,1,4,2,2,1,2,3,1,2,2,2,2,4,4,1,3,1,1,1,3,1,1,2,1,1,1.375,3.428571,1.666667,1,3,1,1
1561,0,1,0,1,2,3,3,2,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,2,2,2,1,1,3,2.375,2.142857,2.333333,2.13,2.86,2.4,2.25
1562,0,1,0,2,1,3,1,3,1,1,2,1,1,3,2,3,3,1,3,3,1,3,3,1,3,1,1,2,2,2,1,2,1,1,1.75,2.714286,1.333333,1.63,2.71,1,1.75
1563,0,1,0,1,1,3,1,1,1,1,4,1,1,1,2,3,1,1,1,1,2,3,3,1,3,1,2,1,3,1,1,2,1,2,1.25,3.142857,1.166667,1.25,3,1.4,2
1564,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.38,3,1.4,2
1565,0,1,0,2,3,3,1,3,1,2,2,1,1,1,2,4,1,2,2,1,1,3,3,2,3,2,1,1,4,1,1,2,1,2,1.625,3.142857,1.166667,1.13,3,1,1.25
1566,1,3,0,1,3,4,2,1,2,1,4,3,3,3,2,4,2,3,3,3,4,4,4,1,4,2,1,2,4,2,1,2,2,1,1.75,4,2.833333,3.25,1.43,3.4,2
1567,0,1,0,1,2,3,2,1,1,1,2,1,1,2,2,3,2,1,1,3,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1.375,2.285714,1.166667,1.13,2,1.8,2
1568,0,1,0,1,4,3,3,2,2,3,3,4,1,2,3,2,3,3,4,4,3,1,1,2,2,4,3,3,3,4,3,3,4,3,2.75,2.142857,3,2.13,1.71,2,3.25
1569,0,2,0,2,1,3,2,3,1,1,2,2,2,2,1,3,1,1,2,1,1,3,3,2,3,1,2,1,3,2,2,1,1,1,1.625,2.857143,1.5,1.38,3.14,1.4,2.25
1570,0,1,0,2,2,3,1,2,1,1,3,1,1,2,2,3,1,1,2,1,1,3,2,1,3,1,1,1,3,1,1,1,1,2,1.25,2.857143,1.166667,1.25,2.14,1,2.5
1571,0,1,0,2,3,3,1,4,1,2,4,1,1,2,2,4,1,2,2,2,2,3,3,1,4,3,1,2,4,1,1,3,2,2,1.75,3.571429,1.5,1.13,3.57,1.2,1.5
1572,0,2,0,3,3,3,3,3,1,1,4,1,1,2,4,3,1,2,1,1,1,3,2,1,3,1,2,2,3,1,1,1,1,3,2.25,3,1,1.25,3.57,1.2,1
1573,1,1,0,1,1,1,1,1,1,1,3,1,1,2,2,3,1,1,1,2,3,3,3,1,3,1,1,2,3,1,1,1,1,2,1.25,2.714286,1.333333,1.75,1.71,1.2,2
1574,0,1,0,1,2,4,2,2,2,3,4,1,1,2,2,4,1,1,2,1,2,4,3,1,4,1,1,2,4,1,1,1,1,1,1.5,3.857143,1.5,1,3.86,1,1.25
1575,0,1,0,2,1,3,1,3,1,1,4,1,1,2,3,3,1,3,1,1,1,3,4,2,3,1,1,2,3,1,1,2,1,1,2,3.285714,1,1.5,3.14,1.2,2
1576,1,1,0,2,3,3,1,2,1,2,3,1,1,1,3,4,1,2,2,1,2,4,3,2,3,1,1,1,3,1,1,1,2,1,1.625,3.285714,1.5,1.38,3.43,1,1.25
1577,0,1,0,2,1,3,1,1,1,1,3,1,1,1,2,3,1,1,1,2,1,3,3,1,3,1,1,1,3,1,1,1,2,2,1.125,3,1.166667,1.13,2.86,1,1.5
1578,0,1,0,2,1,4,1,2,1,1,4,1,1,2,3,4,1,1,2,1,3,4,4,1,4,1,1,2,4,1,1,1,1,1,1.5,4,1.5,1,3.57,1.2,1.25
1579,0,1,0,2,2,3,1,1,1,1,4,1,2,1,2,3,1,1,2,1,2,3,3,1,3,1,1,1,4,2,1,2,1,2,1.125,3.285714,1.5,1.75,2.29,1.4,3
1580,0,1,0,1,3,3,1,2,2,1,2,1,1,2,3,3,1,1,2,1,2,3,3,1,3,3,1,2,3,1,1,1,1,1,1.5,2.857143,1.5,1,2.71,1,1.5
1581,0,3,0,1,1,3,1,1,1,1,4,1,1,2,2,4,1,2,1,1,1,3,3,2,4,1,1,2,3,3,2,2,1,1,1.5,3.428571,1,1.38,2.86,1.2,1.25
1582,0,1,0,1,1,4,1,2,1,1,4,1,1,1,1,3,1,2,2,1,1,3,3,1,3,1,2,1,3,2,1,1,2,1,1.375,3.285714,1.333333,1.13,4,1,1.25
1583,0,2,0,1,2,3,2,4,1,1,4,2,1,2,1,4,1,1,3,1,2,4,4,1,3,1,1,1,4,1,1,2,1,2,1.5,3.714286,1.666667,1,2.43,1,1.5
1584,0,4,0,1,2,4,1,2,1,1,4,1,1,2,3,4,1,1,3,3,1,4,4,1,4,2,1,1,4,1,1,1,1,1,1.375,4,1.333333,1,3.86,1,1.5
1585,0,1,0,2,3,2,2,2,2,1,3,1,1,1,1,3,1,1,1,1,1,3,2,1,3,1,1,1,4,1,1,1,2,1,1.25,2.857143,1.333333,1.25,3.57,1,1.75
1586,0,1,0,2,2,3,1,2,1,3,4,2,1,1,2,4,1,1,2,3,2,3,4,2,3,4,1,2,3,1,2,2,1,3,1.5,3.428571,1.5,1.25,2.57,1.6,2
1587,1,2,0,2,1,3,1,1,1,2,3,1,1,1,1,3,1,3,1,2,1,3,2,3,3,1,1,1,1,4,3,2,1,1,1.5,2.571429,1,2.88,1,2.8,3.5
1588,0,2,0,3,1,1,2,3,1,1,3,1,1,2,3,2,1,3,1,1,1,3,2,3,3,1,1,1,2,2,2,2,1,1,2.125,2.285714,1,1.88,2.86,1,1.75
1589,1,1,0,2,2,3,1,1,1,1,4,1,2,1,2,3,1,1,2,1,2,3,3,1,3,1,1,1,4,2,1,2,1,2,1.125,3.285714,1.5,1.75,2.29,1.4,3
1590,0,1,0,1,1,4,1,2,1,1,4,1,1,1,1,3,1,2,2,1,1,3,3,1,3,1,2,1,3,2,1,1,2,1,1.375,3.285714,1.333333,1.13,4,1,1.25
1591,0,2,0,1,1,3,1,3,2,1,2,2,2,2,2,3,2,1,2,1,1,3,4,2,3,1,2,1,3,2,2,1,1,1,1.75,3,1.666667,1.25,3.43,1.6,1.75
1592,0,2,0,1,2,3,2,2,1,2,3,1,2,1,1,3,1,1,2,1,1,4,2,1,4,1,1,2,4,1,1,2,1,2,1.375,3.285714,1.333333,1.38,1.71,1.4,2.25
1593,0,2,0,2,3,4,1,4,2,2,4,2,2,1,2,4,1,2,1,2,2,4,3,1,3,3,1,2,3,1,2,3,2,2,1.75,3.571429,1.833333,1.25,3.71,1.4,1.75
1594,0,2,0,2,3,3,1,2,1,1,3,4,3,4,2,4,3,3,3,3,4,4,4,1,4,2,2,2,4,2,2,2,2,2,2,3.714286,2.833333,2.88,2,3.6,2
1595,0,3,0,2,2,3,1,1,2,1,2,2,1,2,1,3,1,1,2,3,2,4,2,2,2,1,2,2,1,1,1,2,1,2,1.375,2.428571,1.666667,1.5,1.86,2,2
1596,0,1,0,4,4,3,3,3,1,2,3,1,2,2,3,3,2,1,2,1,2,3,2,1,3,1,2,1,3,1,1,2,1,3,2,2.857143,1.5,1.25,3.29,1.4,1.25
1597,0,1,0,1,1,1,2,1,2,1,4,2,2,1,2,4,1,2,1,2,4,3,4,1,4,1,1,1,3,1,2,1,2,1,1.375,3.285714,2.166667,2,1.43,1.4,1.75
1598,0,1,0,2,3,3,2,1,1,1,3,3,1,1,3,4,1,2,2,2,2,3,3,2,3,2,1,1,3,1,1,1,2,1,1.625,3.142857,1.833333,2,3.14,1.2,1.5
1599,0,1,0,1,2,3,2,2,1,1,4,1,2,1,2,3,1,1,1,1,2,3,3,1,3,1,1,1,3,1,1,2,2,2,1.375,3.142857,1.5,1.13,3,1.4,1.75
1600,0,2,0,2,2,4,2,4,1,1,4,2,1,2,2,4,1,2,3,1,2,3,3,1,3,1,1,1,3,1,1,2,1,2,1.75,3.428571,1.666667,1.63,2.29,1.4,2
1601,0,2,0,1,2,3,2,3,2,2,4,2,1,2,1,4,2,1,3,1,2,4,4,2,3,1,1,2,4,2,1,2,1,1,1.75,3.714286,1.833333,1.13,2.43,1.4,1.75
1602,0,1,0,2,2,4,1,1,1,1,2,1,1,2,2,5,1,2,1,2,2,3,1,1,2,1,1,1,2,1,1,1,1,1,1.25,2.714286,1.166667,1.13,1.86,1.6,1.75
1603,0,2,0,1,3,4,3,2,1,3,4,4,1,1,3,2,3,3,4,4,3,1,1,2,2,4,3,3,3,4,3,3,4,3,2.75,2.428571,2.833333,1.88,2,1.6,3
1604,0,2,0,1,1,3,2,3,1,1,2,2,2,2,2,4,1,1,1,1,1,3,3,2,3,2,2,1,3,2,2,1,1,2,1.75,3,1.333333,1.38,3.57,1.4,2.25
1605,1,2,0,2,1,4,1,1,2,2,4,1,1,1,2,3,2,2,2,2,1,3,2,1,3,1,1,1,3,1,1,2,1,2,1.375,3.142857,1.333333,1.38,2,1.2,2.5
1606,1,1,0,1,3,3,1,4,1,2,4,1,1,1,1,4,1,1,2,2,2,3,3,1,3,3,1,2,4,1,1,3,2,2,1.5,3.428571,1.5,1.25,3,1.2,2
1607,0,1,0,3,3,3,3,3,1,1,3,2,1,2,4,3,1,2,1,2,1,3,2,2,3,1,2,2,3,1,1,1,1,3,2.375,2.857143,1.166667,1.5,3.57,1.2,1.75
1608,0,1,0,2,1,1,1,2,1,2,3,1,2,2,2,3,1,2,1,2,2,3,4,1,3,1,2,1,3,1,1,1,1,2,1.5,2.857143,1.333333,1.75,1.71,1,1.75
1609,0,3,0,1,1,4,2,2,2,3,4,2,1,2,1,3,1,1,1,1,2,4,3,1,4,1,1,1,3,1,1,2,1,1,1.25,3.571429,1.5,1.13,3.57,1.2,1.5
1610,0,2,0,1,2,3,1,3,1,1,3,1,1,1,3,3,1,4,2,1,1,3,4,2,4,1,1,1,4,1,1,1,2,2,2,3.428571,1.333333,1.38,3.29,1.2,1.25
1611,0,2,0,2,3,3,1,2,2,1,3,1,1,2,3,4,1,2,2,2,2,3,3,2,3,1,1,1,3,1,1,1,2,1,1.625,3.142857,1.666667,1.5,3.43,1,1.25
1612,0,1,0,1,2,3,1,1,1,1,3,1,1,2,1,3,1,2,1,2,1,3,3,1,3,1,1,1,4,1,1,1,1,1,1.125,3.142857,1,1.25,3.14,1,1.5
1613,0,1,0,2,2,4,1,1,2,2,4,1,1,2,3,3,1,1,2,1,3,4,4,1,3,1,1,2,4,1,1,1,1,1,1.375,3.714286,1.666667,1.13,3.57,1.2,1
1614,0,2,0,1,1,3,1,1,1,1,4,1,1,1,1,3,2,2,2,1,2,3,3,1,3,1,1,2,4,2,1,2,1,2,1.375,3.285714,1.333333,1.5,2.57,1.2,2.75
1615,0,1,0,1,3,4,1,2,1,1,2,1,2,2,3,4,1,1,2,1,2,3,4,2,3,3,1,2,3,1,1,1,1,1,1.625,3.285714,1.5,1.13,2.86,1,1.25
1616,0,1,0,2,2,3,1,1,1,1,3,1,1,2,2,4,1,1,2,1,1,3,3,2,3,1,1,2,3,3,1,2,1,1,1.375,3.142857,1.166667,1.25,3.29,1,1.5
1617,0,2,0,1,1,4,1,1,2,1,4,1,1,2,1,3,2,1,2,2,2,3,3,1,4,1,1,1,3,2,1,1,2,2,1.125,3.428571,1.666667,1.25,3.29,1,1.5
1618,0,1,0,2,2,3,2,4,1,1,4,1,1,2,2,3,1,1,3,1,2,4,3,1,3,2,1,2,4,1,1,2,1,1,1.75,3.428571,1.5,1.25,2.29,1.2,2
1619,0,1,0,2,3,3,2,2,2,2,3,1,1,1,3,4,1,1,2,1,2,4,3,2,3,1,1,2,4,1,1,1,1,1,1.75,3.428571,1.5,1.38,3.29,1.2,1.25
1620,0,1,0,1,2,3,1,2,1,2,4,1,1,2,2,3,1,1,2,1,1,4,3,1,3,1,2,1,3,1,2,2,1,2,1.375,3.285714,1.166667,1.13,2.86,1.6,1.5
1621,0,2,0,1,2,4,2,4,1,1,4,1,1,1,1,3,2,1,3,1,2,4,3,1,4,1,1,1,4,1,2,2,1,2,1.625,3.714286,1.5,1.13,2.57,1.2,2
1622,0,3,0,2,1,3,2,4,2,1,3,2,2,2,2,4,1,2,3,1,1,4,4,1,3,1,1,1,4,1,1,2,1,2,1.75,3.571429,1.833333,1.38,2.29,1,1.75
1623,0,4,0,1,1,3,1,1,1,1,2,1,1,2,2,3,1,1,1,3,2,3,2,2,2,1,1,1,2,1,1,1,1,2,1.25,2.428571,1.166667,1.38,1.71,1.6,1.75
1624,0,4,0,2,4,3,3,1,1,3,4,3,1,1,3,2,3,3,4,4,3,1,1,1,2,4,3,3,3,2,3,3,4,3,2.5,2.285714,2.666667,1.88,1.43,1.6,3
1625,0,3,0,2,2,3,2,3,1,1,2,2,1,1,2,3,1,2,1,1,1,3,3,2,3,1,2,1,3,2,1,2,1,1,1.875,2.857143,1.166667,1.25,3.29,1.6,1.75
1626,0,2,0,2,2,3,2,2,2,2,3,2,1,2,2,2,2,1,2,2,1,3,1,1,3,1,1,2,3,1,1,1,1,2,1.625,2.571429,1.5,1.13,2.14,1.2,2.25
1627,0,2,0,2,4,3,1,3,1,2,4,1,2,2,2,4,1,2,2,2,2,4,3,1,3,3,1,1,4,1,1,3,2,1,1.5,3.571429,1.666667,1.25,3.29,1.2,1.25
1628,0,1,0,4,3,4,3,3,2,2,3,2,1,1,4,2,2,2,1,1,1,4,2,1,3,2,2,2,3,1,2,1,1,3,2.375,3,1.333333,1.38,3.43,1.2,1.5
1629,0,1,0,1,2,1,1,1,1,1,3,1,1,1,2,3,1,1,1,2,3,3,3,1,3,1,1,2,3,1,1,1,1,1,1.25,2.714286,1.333333,1.63,1.86,1,2
1630,0,1,0,2,2,4,2,1,2,3,4,2,1,2,1,3,1,1,2,1,2,3,3,2,4,1,2,1,4,2,1,1,2,1,1.375,3.571429,1.833333,1.13,3.43,1.2,1
1631,0,1,0,1,1,3,2,4,1,2,3,2,1,2,1,4,2,1,3,2,1,4,4,1,3,1,1,1,3,1,2,1,2,2,1.625,3.428571,1.666667,1.25,2.43,1,2
1632,0,2,0,1,3,3,2,1,1,1,3,1,1,1,3,4,2,1,1,1,2,3,3,2,4,1,1,1,3,1,1,1,1,2,1.625,3.285714,1.166667,1.25,3.43,1.2,1.25
1633,0,2,0,2,2,3,1,1,1,1,4,1,1,1,1,4,1,1,1,2,2,3,4,2,3,1,1,1,3,1,1,1,2,2,1.125,3.428571,1.333333,1.25,3.29,1.2,1.75
1634,0,2,0,2,2,3,2,3,1,1,4,1,2,2,1,4,1,1,3,1,2,4,3,1,3,1,1,1,4,2,2,2,1,1,1.375,3.571429,1.666667,1.25,2.57,1.2,1.5
1635,0,2,0,1,1,3,2,4,2,1,3,2,1,1,1,3,2,1,3,1,1,3,4,1,3,1,1,2,3,1,1,1,1,2,1.75,3.142857,1.666667,1.5,2.43,1.2,2
1636,0,2,0,2,2,3,2,2,1,2,2,2,1,2,1,3,1,1,1,3,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1.25,2.142857,1.333333,1.13,2.14,1.6,2
1637,0,2,0,1,3,4,2,2,1,3,3,4,1,1,3,2,3,4,3,4,3,2,2,2,2,4,3,3,3,4,3,3,4,3,2.75,2.571429,2.666667,2.13,1.57,2,3
1638,0,1,0,2,1,2,1,2,1,1,3,1,1,2,2,3,2,2,3,2,2,3,3,1,3,1,1,2,3,1,2,4,2,2,1.625,2.857143,1.666667,1.25,2.14,1.4,1.25
1639,0,1,0,2,2,3,1,1,1,1,3,1,1,1,1,3,2,3,3,2,1,3,3,1,3,1,1,1,3,1,3,2,1,2,1.375,3,1.333333,1.38,3.14,1.2,1.75
1640,0,3,0,2,2,3,2,2,1,1,2,1,1,2,4,2,2,4,1,1,2,3,4,4,4,1,4,2,2,2,2,4,2,2,3,2.857143,1.333333,1.75,3.71,1.4,1.5
1641,1,3,0,2,1,2,1,1,1,2,2,1,2,1,3,3,1,2,1,1,2,3,2,1,2,1,1,1,1,2,2,2,1,1,1.375,2.142857,1.333333,2.13,2.57,1.6,2
1642,1,2,0,1,1,4,1,1,1,4,4,1,1,1,4,4,1,4,2,3,1,4,4,1,4,1,3,1,3,1,3,4,2,1,2,3.857143,1.333333,1.38,3.86,1.4,1.25
1643,1,4,0,1,2,2,1,1,1,1,3,1,1,1,2,1,1,1,2,1,2,4,4,1,4,1,1,1,1,1,1,1,1,1,1.125,2.714286,1.333333,1,3.71,1,1.5
1644,0,3,0,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,4,4,1,4,1,1,1,4,1,1,4,1,1,1,4,1,1,3.86,1,1
1645,1,2,0,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,2,1,2,3,2,3,1,2,2,3,3,2,2,1,3,1.875,2.428571,1.166667,2,2.43,2,1.75
1646,1,3,0,2,2,2,3,2,1,3,3,1,1,1,2,3,2,3,2,2,2,3,2,2,3,2,2,3,1,2,2,2,1,1,2.375,2.428571,1.333333,1.75,2.29,1.4,2
1647,1,2,0,2,1,4,2,3,1,1,2,1,1,1,4,2,2,2,1,2,1,2,4,2,2,2,3,2,2,2,1,2,1,2,2.5,2.571429,1,1,2.43,1.6,1
1648,1,3,0,2,1,4,1,1,1,1,4,1,1,1,4,4,1,4,2,1,1,4,4,2,4,1,4,1,1,1,2,1,1,1,2.25,3.571429,1.166667,1,3.14,1,1
1649,1,1,0,3,4,3,2,1,1,2,4,1,1,1,4,3,1,4,2,2,1,3,4,1,3,1,2,2,3,2,2,2,2,2,2.125,3.285714,1.333333,2.38,2.86,1.8,1.5
1650,0,2,0,2,2,2,3,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1.375,2,1,1.75,2.86,1.4,2
1651,0,1,0,2,3,3,2,2,1,1,3,1,1,1,3,3,1,2,2,2,1,3,2,2,3,1,1,1,3,1,3,2,1,2,1.75,2.857143,1.166667,1.88,2,1.4,1.75
1652,1,1,0,1,1,3,1,2,1,1,2,1,1,1,4,4,4,4,3,2,1,4,4,1,3,1,1,1,3,1,3,3,1,2,2.25,3.285714,1.333333,1.13,1.86,1.2,2
1653,1,2,0,2,2,3,3,3,2,2,2,4,2,3,3,3,3,3,4,2,3,3,3,2,3,3,2,3,3,2,1,3,3,2,2.75,2.857143,3,2.75,2,2.6,2.75
1654,0,3,0,1,1,3,1,1,1,4,4,1,1,1,4,4,1,1,1,1,1,4,4,1,4,1,4,1,1,1,4,1,1,1,1.75,3.428571,1,2.13,2.43,1.8,1.5
1655,0,2,0,1,4,3,1,1,1,2,4,1,1,1,1,3,1,1,1,1,1,3,4,1,3,1,2,1,1,1,2,1,1,2,1.125,3,1,1.13,3.14,1,1.25
1656,0,1,0,2,2,2,2,2,2,2,3,1,1,2,3,3,2,3,3,3,2,3,3,2,3,2,2,3,3,1,1,3,1,2,2.375,2.857143,1.666667,1.38,1.86,1.6,1.75
1657,1,1,0,2,1,3,2,2,1,1,2,1,1,1,3,3,2,3,4,1,2,3,3,2,3,1,1,2,3,1,1,3,2,1,2.125,2.857143,1.833333,1.25,2.29,1.2,1.5
1658,0,2,0,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1.25,1.857143,1.166667,1.25,2.14,1.2,1.75
1659,1,4,0,1,2,2,1,1,1,1,3,1,1,1,2,1,1,1,2,1,2,4,4,1,4,1,1,1,1,1,1,1,1,1,1.125,2.714286,1.333333,1,3.71,1,1.5
1660,1,3,0,3,2,3,3,2,1,3,2,1,1,3,2,2,2,3,2,2,2,2,3,2,3,1,3,4,3,2,1,3,1,2,2.625,2.571429,1.333333,2.63,2.86,2.8,2
1661,0,4,0,1,4,3,1,2,2,4,4,1,1,1,4,4,1,1,2,3,1,3,4,1,4,1,4,1,2,2,1,2,1,1,1.875,3.428571,1.333333,1.25,3.14,1.8,1.75
1662,1,4,0,1,2,4,1,1,2,1,4,2,1,1,1,4,1,1,2,1,1,4,4,1,4,1,1,1,4,1,1,1,2,1,1,4,1.666667,1.13,2.43,1,2
1663,1,4,0,3,1,3,2,1,1,1,4,1,1,1,1,4,2,1,2,1,1,4,4,2,4,1,1,1,4,3,1,2,1,2,1.375,3.857143,1.166667,1.75,3.71,1.4,1.25
1664,0,2,0,3,2,2,4,1,1,1,2,2,2,2,3,3,2,3,3,3,2,3,2,3,2,1,2,2,3,3,2,4,1,3,2.5,2.428571,1.833333,2.5,1.14,3,2.75
1665,0,1,0,3,1,1,3,1,1,1,2,2,1,2,3,2,3,3,2,3,1,2,2,3,2,1,2,3,2,2,2,4,1,2,2.625,1.857143,1.333333,2.5,1,3,3.25
1666,0,2,0,2,2,3,3,2,1,2,2,2,1,2,2,2,2,3,3,2,2,2,2,2,2,1,2,2,3,2,1,2,1,2,2.25,2.285714,1.666667,2.63,2,1.8,2.5
1667,0,2,0,3,2,2,3,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,3,2,1,1,2,2,2,1,3,1,2,2.125,2,1.333333,2.13,1.71,1.8,2.25
1668,1,2,0,3,2,2,3,2,1,1,2,2,1,3,3,2,3,3,3,3,1,2,2,3,2,1,2,3,2,2,1,3,2,3,2.75,2,1.666667,2,1.86,2.2,2.25
1669,0,2,0,2,1,1,2,1,1,1,2,2,2,2,3,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,2.125,1.857143,1.666667,2.38,2,2,2.5
1670,0,1,0,2,2,2,2,3,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1.333333,2.75,2.14,1.8,2
1671,0,2,0,1,2,4,1,1,3,1,3,1,1,1,1,3,1,2,2,2,1,4,4,1,4,1,1,1,4,1,1,2,3,1,1.125,3.714286,1.833333,1.5,3,1,1.5
1672,1,2,0,3,3,2,3,2,2,3,2,4,2,3,2,2,3,1,4,4,4,3,3,3,2,4,2,3,2,3,2,3,3,2,2.375,2.285714,3.166667,3.38,1.14,2.8,3
1673,0,3,0,1,1,3,1,1,3,1,3,2,2,2,2,3,2,2,2,2,2,3,2,1,3,1,1,1,1,1,1,2,2,2,1.375,2.571429,2.166667,1.13,2.43,1.6,2
1674,1,4,0,2,2,3,2,2,2,2,2,2,1,1,2,2,2,3,2,2,2,2,3,1,2,1,2,1,3,2,1,2,2,2,1.875,2.428571,1.833333,2.5,2.14,1.8,1.75
1675,0,2,0,3,2,4,3,1,1,2,3,1,1,3,4,3,3,2,3,2,1,3,3,2,3,2,4,1,4,1,1,3,1,3,2.5,3.285714,1.333333,2.25,3.14,1.4,1.5
1676,0,4,0,1,4,2,1,4,3,1,3,2,2,1,4,2,1,2,2,2,2,3,2,2,1,2,2,3,2,1,2,2,2,2,2.375,2.142857,2.166667,1.5,3.43,1.2,2
1677,1,1,0,2,3,3,2,1,1,2,3,1,2,2,2,3,1,2,2,1,2,3,3,1,3,1,2,1,3,1,2,2,1,1,1.5,3,1.5,1.63,1.57,1.6,2.5
1678,0,1,0,1,4,3,1,4,1,4,3,2,1,4,3,4,3,1,4,3,3,4,2,1,4,4,3,2,4,2,1,1,2,1,2.25,3.428571,2.166667,1.88,1.86,2.6,3.5
1679,0,1,0,2,2,3,2,2,1,2,3,2,1,2,2,2,2,2,3,3,2,3,3,2,3,1,2,2,3,1,1,2,2,1,2,2.857143,1.833333,1.25,2.57,1.4,2
1680,0,4,0,2,3,2,3,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,3,1,1,2.125,2,1.5,2.25,1.57,1.8,2.25
1681,0,1,0,4,3,2,2,1,1,2,2,2,2,2,3,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2.25,2,2,2.13,1.71,1.6,2.5
1682,1,3,0,1,2,3,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,3,3,1,3,1,1,1,1,1,1,3,1,1,1,2.714286,1,1.13,3.14,1.4,1.5
1683,1,2,0,2,1,4,2,3,1,1,2,1,1,1,4,2,2,2,1,2,1,2,4,2,2,2,3,2,2,2,1,2,1,2,2.5,2.571429,1,1,2.43,1.6,1
1684,1,2,0,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,2,1,2,3,2,3,1,2,2,3,3,2,2,1,3,1.875,2.428571,1.166667,2,2.43,2,1.75
1685,0,1,0,2,2,2,2,2,2,2,3,1,1,2,3,3,2,3,3,3,2,3,3,2,3,2,2,3,3,1,1,3,1,2,2.375,2.857143,1.666667,1.38,1.86,1.6,1.75
1686,0,1,0,2,2,2,2,2,1,2,2,1,1,2,2,3,2,3,3,2,2,3,3,2,3,2,2,3,3,1,1,3,1,2,2.25,2.714286,1.5,1.5,1.57,1.4,1.5
1687,1,1,0,2,1,1,3,1,2,1,1,2,1,1,1,2,3,4,3,3,2,1,4,3,1,3,1,1,1,3,1,3,3,1,2.125,1.571429,2.166667,1.5,1.43,1.8,1.5
1688,1,1,0,3,2,2,3,3,3,2,2,2,4,2,3,3,3,3,3,4,2,3,3,3,2,3,3,2,3,3,2,1,3,3,2.875,2.571429,2.833333,2.63,2.43,2.4,3
1689,0,1,0,2,2,2,2,2,2,2,3,1,1,2,3,3,2,2,3,3,2,2,3,2,3,2,2,3,3,1,2,4,1,2,2.25,2.714286,1.666667,1.5,2,1.6,1.75
1690,1,1,0,2,1,3,2,2,1,2,2,1,1,2,3,3,2,3,4,1,2,3,3,2,3,1,1,2,3,1,2,3,2,1,2.125,2.857143,1.833333,1.38,2.29,1.4,1.75
1691,0,2,0,1,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1.25,1.857143,1.166667,1.38,2.14,1.4,2
1692,1,4,0,2,2,3,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,3,1,2,2,2,1,3,2,1,2,2,2,1.875,2.428571,1.833333,2.5,2.29,1.8,2.25
1693,0,1,0,2,2,3,2,1,1,1,4,1,1,1,1,3,2,3,3,2,1,3,3,1,3,1,1,1,3,1,3,2,1,2,1.5,3.142857,1.333333,1.38,3.14,1.2,1.75
1694,0,1,0,2,2,3,2,2,2,1,2,1,2,2,4,2,2,4,1,1,2,3,4,4,5,1,4,2,2,2,2,4,2,2,3,3,1.666667,1.75,3.71,1.4,1.5
1695,1,3,0,2,2,2,4,2,1,3,3,1,1,1,2,3,2,3,2,2,2,3,2,2,3,2,2,3,1,2,2,2,1,1,2.5,2.428571,1.333333,1.75,2.29,1.4,2.25
